ID,template
73,NET-SNMP version <*>.<*>.<*>
74,step time server <*> offset <*>.<*> sec
75,removed all generated mount points
76,connection from <*>
77,synchronized to <*> stratum <*>
78,Vendor: PE<*>
79,RHH kernel module initialized successfully
80,THH kernel module initialized successfully
81,sda: sda1 sda2 sda3 sda4 < sda5 sda6 >
82,"Attached scsi disk sda at scsi0, channel <*>, id <*>, lun <*>"
83,"Attached scsi generic <*> at scsi0, channel <*>, id <*>, lun <*>, type <*>"
84,Copyright (c) <*>-<*> Intel Corporation.
85,EXT3-fs: INFO: recovery required on readonly filesystem.
86,EXT3-fs: mounted filesystem with ordered data mode.
87,EXT3-fs: recovery complete.
88,EXT3-fs: write access #<*># be enabled during recovery.
89,Intel(R) PRO<*>
90,"Mellanox Tavor Device Driver is creating device ""InfiniHost0"" (domain=<*>, bus=<*>, devfn=<*>)"
91,PCI: Setting latency timer of device <*> to <*>
92,PCI: cache line size of <*> is not supported by device <*>:<*>:1d.<*>
93,SCSI device sda: drive cache: write through
94,SELinux: Disabled at runtime.
95,SELinux: <*> netfilter hooks
96,USB Universal Host Controller Interface driver v2.<*>
97,[KERNEL_IB][ib_mad_static_compute_base][<*> find a suitable network device; setting lid_base to <*>
98,divert: allocating divert_blk for <*>
99,e1000: <*> e1000_probe: Intel(R) PRO<*> Network Connection
100,ehci_hcd <*>:<*>:1d.<*>: EHCI Host Controller
101,"ehci_hcd <*>:<*>:1d.<*>: USB <*>.<*> enabled, EHCI <*>.<*>, driver <*>-May-<*>"
102,"ehci_hcd <*>:<*>:1d.<*>: irq <*>, pci mem <*>"
103,"ehci_hcd <*>:<*>:1d.<*>: new USB bus registered, assigned bus number <*>"
104,floppy0: no floppy controllers found
105,hub <*>-<*>:<*>.<*>: <*> ports detected
106,hub <*>-<*>:<*>.<*>: USB hub found
107,hw_random hardware driver <*>.<*>.<*> loaded
108,<*> InfiniHost0 port <*>
109,inserting floppy driver for <*>
110,kjournald starting. Commit interval <*> seconds
111,ts_kernel_services: module license 'Proprietary' taints kernel.
112,uhci_hcd <*>:<*>:1d.<*>: UHCI Host Controller
113,"uhci_hcd <*>:<*>:1d.<*>: irq <*>, io base <*>"
114,"uhci_hcd <*>:<*>:1d.<*>: new USB bus registered, assigned bus number <*>"
115,mount.panfs: started PanFS device [panfs://#<*>#<*>]
116,dcdipm device driver loaded
117,[ib_sm_sweep.c:<*>]: ********************** NEW SWEEP ********************
118,Got trap from peer on fd <*>
119,ACPI: Power Button (FF) [PWRF]
120,Adding 13309844k swap on <*> Priority:<*> extents:<*>
121,EXT3 FS on <*> internal journal
122,PanFS Client version: rhel_<*>_amd64<*> SMP
123,device-mapper: <*>.<*>.<*>-ioctl (<*>-<*>-<*>) initialised: dm-#<*>#@#<*>#
124,e1000: <*> e1000_watchdog: NIC Link is Up <*> Mbps Full Duplex
125,md: ... autorun DONE.
126,md: Autodetecting RAID arrays.
127,md: autorun ...
128,"panfs: no version for ""struct_module"" found: kernel tainted."
129,usb <*>-<*>: new <*> speed USB device using address <*>
130,Mounting <*> filesystems: <*>
131,Starting <*> succeeded
132,Configuration file <*> parsed.
133,"Device: <*>, is SMART capable. Adding to ""monitor"" list."
134,"Device: <*>, opened"
135,Home page is http://#<*>#/
136,Monitoring <*> ATA and <*> SCSI devices
137,Opened configuration file <*>
138,smartd version <*>.<*> [x86_<*>-redhat-linux-gnu] Copyright (C) <*>-<*> Bruce Allen
139,DHCPACK on <*> to <*> via <*>
140,DHCPREQUEST for <*> (<*>) from <*> via <*>
141,i2c <*> entries driver
142,pan_common: init complete
143,pan_common: registered major number <*> for device panasas
144,"pan_kmod: <*> subdev <*> (""PANASAS kernel trace facility"")"
145,pan_trace: panfs trace buffer <*> added.
146,panfs mount: Byte range locking is turned ON
147,panfs mount: Directory Caching is turned ON
148,panfs mount: Dribble Writes mode is enabled
149,"panfs mount: If you are running a GenuineIntel kernel, you may get an oops."
150,panfs mount: loading a AuthenticAMD CPU panfs.o kernel module on a GenuineIntel CPU
151,"Device: <*>, initial Temperature is <*> Celsius"
152,smartd has fork()ed into background mode. New PID=<*>.
153,<*> no IPv6 routers present
154,[ib_sm_sweep.c:<*>]: No <*> <*>
155,[ib_sm_sweep.c:<*>]: No configuration change required
156,"Device: <*>, Temperature changed <*> Celsius to <*> Celsius since last report"
157,BIOS-e820: <*> - <*> (usable)
158,BIOS-e820: <*> - <*> (ACPI data)
159,BIOS-e820: <*> - <*> (reserved)
160,BIOS-provided physical RAM map:
161,"Bootdata ok (command line is ro <*> tsc console=tty0 console=ttyS0,<*> rhgb quiet)"
162,Linux version <*> <*> (gcc version <*>.<*>.<*> <*> (Red Hat <*> #<*> SMP <*> <*> <*> <*>:<*>:<*> MDT <*>
163,"klogd <*>.<*>.<*>, log source = <*> started."
164,restart.
165,"DMA zone: <*> pages, LIFO batch:<*>"
166,"HighMem zone: <*> pages, LIFO batch:<*>"
167,"Normal zone: <*> pages, LIFO batch:<*>"
168,ACPI: <*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>
169,ACPI: LAPIC (acpi_id[<*>] lapic_id[<*>] <*>
170,ACPI: LAPIC_NMI (acpi_id[<*>] high edge lint[<*>])
171,ACPI: Local APIC address <*>
172,ACPI: RSDP (v000 DELL ) @ <*>
173,Bootmem setup node <*> <*>
174,DMI <*>.<*> present.
175,Faking a node at <*>
176,No <*> <*> found
177,No mptable found.
178,On node <*> totalpages: <*>
179,Processor #<*> <*>:<*> APIC version <*>
180,Setting APIC routing to flat
181,Warning: <*> returned <*>!
182,Version <*>.<*>.<*> Starting
183,ACPI: HPET id: <*> base: <*>
184,ACPI: INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> <*> <*>
185,ACPI: IOAPIC (id[<*>] address[<*>] gsi_base[<*>])
186,ACPI: <*> used by override.
187,Built <*> zonelists
188,Calibrating delay loop... <*>.<*> BogoMIPS (lpj=<*>)
189,Capability LSM initialized as secondary
190,Checking aperture...
191,Console: colour VGA+ 80x25
192,"Dentry cache hash table entries: <*> (order: <*>, <*> <*>"
193,"IOAPIC[<*>]: apic_id <*>, version <*>, address <*>, GSI <*>-<*>"
194,Initializing CPU#<*>
195,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)"
196,"Kernel command line: ro <*> tsc console=tty0 console=ttyS0,<*> rhgb quiet"
197,"Memory: <*> available <*> kernel code, 0k reserved, <*> data, <*> init)"
198,"Mount-cache hash table entries: <*> (order: <*>, <*> bytes)"
199,"PID hash table entries: <*> (order: <*>, <*> bytes)"
200,Placing software IO TLB between <*> - <*>
201,SELinux: Initializing.
202,SELinux: Starting in permissive mode
203,Security Scaffold v1.<*>.<*> initialized
204,"There is already a security framework initialized, register_security failed."
205,Using ACPI (MADT) for SMP configuration information
206,selinux_register_security: Registering secondary module capability
207,time.c: Detected <*>.<*> MHz processor.
208,time.c: Using <*>.<*> MHz HPET timer.
209,Creating Topspin <*> entries:
210,Intel(R) Xeon(TM) CPU <*>.60GHz stepping <*>
211,Booting processor <*><*> rip <*> rsp <*>
212,Brought up <*> CPUs
213,<*> Intel(R) Xeon(TM) CPU <*>.60GHz stepping <*>
214,CPU: Hyper-Threading is disabled
215,CPU: L2 cache: 2048K
216,"CPU: Trace cache: 12K uops, L1 D cache: 16K"
217,Detected <*>.<*> MHz APIC timer.
218,PCI: Using configuration type <*>
219,Total of <*> processors activated (<*>.<*> BogoMIPS).
220,Using IO APIC NMI watchdog
221,Using local APIC timer interrupts.
222,activating NMI Watchdog ... done.
223,checking TSC synchronization across <*> CPUs: passed.
224,checking if image is initramfs... it is
225,per-CPU timeslice cutoff: <*>.<*> usecs.
226,task migration cache decay timeout: <*> msecs.
227,testing NMI watchdog ... OK.
228,time.c: Using <*> based timekeeping.
229,using mwait in idle threads.
230,-e
231,kernel.core_uses_pid = <*>
232,kernel.sysrq = <*>
233,net.core.rmem_default = <*>
234,net.core.rmem_max = <*>
235,net.core.wmem_default = <*>
236,net.core.wmem_max = <*>
237,net.ipv4.conf.default.accept_source_route = <*>
238,net.ipv4.conf.default.rp_filter = <*>
239,net.ipv4.ip_forward = <*>
240,starting udevd daemon
241,Mon May <*> <*>:<*>:<*> MDT <*>
242,"/: clean, <*><*> files, <*><*> blocks"
243,[<*> (<*>) -- <*> -a <*>
244,ACPI: Interpreter enabled
245,ACPI: PCI Interrupt Routing Table <*>
246,ACPI: PCI Root Bridge [PCI0] (<*>:<*>)
247,ACPI: Subsystem revision <*>
248,ACPI: Using IOAPIC for interrupt routing
249,PCI: Probing PCI hardware (bus <*>)
250,PCI: Transparent bridge - <*>:<*>:1e.<*>
251,PCI: Using MMCONFIG at e0000000
252,mtrr: v2.<*> (<*>)
253,Checking root filesystem succeeded
254,Configuring kernel parameters: succeeded
255,Setting clock (localtime): <*> May <*> <*>:<*>:<*> MDT <*> succeeded
256,net.ipv4.neigh.default.gc_thresh3 = <*>
257,data_thread() got not answer from any <*> datasource
258,"<*>: clean, <*><*> files, <*><*> blocks"
259,<*>: recovering journal
260,Checking all file systems.
261,ACPI: PCI Interrupt Link [LNKA] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>
262,ACPI: PCI Interrupt Link [LNKB] (IRQs <*> <*> <*> <*> *<*> <*> <*> <*>)
263,ACPI: PCI Interrupt Link [LNKC] (IRQs <*> <*> <*> <*> <*> <*> *<*> <*>)
264,ACPI: PCI Interrupt Link [LNKD] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>
265,"ACPI: PCI Interrupt Link <*> (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled."
266,ACPI: PCI Interrupt Link [LNKH] (IRQs <*> <*> <*> <*> <*> *<*> <*> <*>)
267,Remounting root filesystem in read-write mode: succeeded
268,Setting up Logical Volume Management: succeeded
269,Entering runlevel: <*>
270,PCI: Using ACPI for IRQ routing
271,bindcache: failed init IPS: <*> (Out of memory)
272,"pan_ips: error -- cfg target addresses, <*> (Out of memory), err_loc=<*>, rhel_<*>_amd64<*> <<*>>May <*> <*>:<*>:<*> mount.panfs: pan_ips: error -- real init, <*> (Out of memory), err_loc=<*>, rhel_<*>_amd64<*>"
273,debug: could not init rm_client: <*> (Out of memory)
274,mount.panfs: cannot init pan_fm_util_path_util module: <*> (Out of memory)
275,Checking filesystems succeeded
276,Enabling local filesystem quotas: succeeded
277,Enabling swap space: succeeded
278,- Added public key EA232A604969C61D
279,"- User ID: Red Hat, Inc. (Kernel Module GPG key)"
280,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)"
281,"IA32 emulation $Id: sys_ia32.c,v <*>.<*> <*><*> <*>:<*>:<*> ak Exp $"
282,Initializing Cryptographic API
283,Intel E7520<*> PCI Hot Plug PCI Core version: <*>.<*>
284,Loading keyring
285,PCI-DMA: Using software bounce buffering for IO (SWIOTLB)
286,"Total HugeTLB memory allocated, <*>"
287,VFS: Disk quotas <*>
288,audit(<*>.<*>:<*>): initialized
289,audit: initializing netlink socket (disabled)
290,ksign: Installing public key data
291,ACPI: Processor <*> (supports C1)
292,Linux agpgart interface v0.<*> (c) Dave Jones
293,Real Time Clock Driver <*>
294,"serio: i8042 <*> port at <*>,<*> irq <*>"
295,(root) CMD <*>
296,[INFO]: IB <*> PID= <*>
297,"pan_ips: error -- cfg target addresses, <*> (Out of memory), err_loc=<*>, rhel_<*>_amd64<*>"
298,"pan_ips: error -- real init, <*> (Out of memory), err_loc=<*>, rhel_<*>_amd64<*>"
299,[trip Temperature is <*> Celsius]
300,hw_random: RNG not detected
301,DHCPDISCOVER from <*> via eth1: network <*> no free leases
302,DHCPREQUEST for <*> (<*>) from <*> via eth1: unknown lease <*>.
303,Instrumentation Service EventID: <*> Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Unknown Temperature sensor value (in Degrees Celsius): <*>.<*>
304,"configure: keyword ""authenticate"" unknown, line ignored"
305,session opened for user <*> by <*>
306,Accepted <*> for <*> from <*> port <*> ssh2
307,<*>
308,DHCPACK from <*>
309,DHCPDISCOVER on eth0 to #<*># port <*> interval <*>
310,DHCPOFFER from <*>
311,DHCPREQUEST on eth0 to #<*># port <*>
312,bound to <*> -- renewal in <*> seconds.
313,done.
314,Determining IP information for eth0...
315,panfs: module license 'Proprietary' taints kernel.
316,session closed for user <*>
317,(#<*>#) CMD (<*>
318,Now running on <*> privileges.
319,Local disconnected: Connection closed.
320,User <*> coming from <*> authenticated.
321,connection lost: 'Connection closed.'
322,pam_krb5[<*>]: banner: Kerberos <*>
323,pam_krb5[<*>]: ccache dir: <*>
324,pam_krb5[<*>]: configured realm '#<*>#'
325,pam_krb5[<*>]: flag: no <*>
326,pam_krb5[<*>]: flag: <*>
327,pam_krb5[<*>]: flags: forwardable not proxiable
328,pam_krb5[<*>]: keytab: <*>
329,pam_krb5[<*>]: no v5 creds for user <*> skipping session <*>
330,pam_krb5[<*>]: <*> returning <*> (Success)
331,pam_krb5[<*>]: <*> lifetime: <*>
332,pam_krb5[<*>]: authenticating '#<*>#@#<*>#' to 'krbtgt/#<*>#@#<*>#'
333,pam_krb5[<*>]: <*> <*> <*> (Decrypt integrity check failed)
334,Kerberos password <*> for user #<*># (#<*>#@#<*>#).
335,Password authentication for user #<*># accepted.
336,#<*># : TTY=pts<*> ; <*> ; USER=root ; COMMAND=<*> <*>
337,(root) CMD (<*> <*> <*>
338,<*>:
339,"Clearing orphaned inode <*> (uid=<*>, gid=<*>, mode=<*>, size=<*>)"
340,"<*>: Clearing orphaned inode <*> (uid=<*>, gid=<*>, mode=<*>, size=<*>)"
341,Instrumentation Service EventID: <*> Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): <*>.<*>
342,(#<*>#) CMD (<*> <*>>&<*> > <*>)
343,(root) CMD (ssh tbird-sm1 <*> )
344,Instrumentation Service EventID: <*> Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): <*>.<*>
345,(root) CMD (<*> <*> <*> <*>
346,(root) CMD <*> <*>
347,[ib_sm_sweep.c:<*>]: ******************* NEW MASTER POLL *****************
348,pam_krb5[<*>]: authenticating '#<*>#@#<*>#'
349,pam_krb5[<*>]: <*> <*> <*> for '#<*>#'
350,[ib_sm_sweep.c:<*>]: Failed to get PortInfo from IB node <*> port <*>
351,pam_krb5[<*>]: authentication succeeds for '#<*>#' (#<*>#@#<*>#)
352,"pam_krb5[<*>]: error reading keytab, not verifying TGT"
353,pam_krb5[<*>]: got result <*> (Success)
354,pam_krb5[<*>]: krb5_get_init_creds_password(krbtgt/#<*>#@#<*>#) returned <*> (Success)
355,pam_krb5[<*>]: validating credentials
356,pam_krb5[<*>]: called to update credentials for '#<*>#'
357,pam_krb5[<*>]: <*> v5 <*> <*> for '#<*>#'
358,pam_krb5[<*>]: saving v5 credentials to 'FILE:<*>'
359,[ib_sm_sweep.c:<*>]: Rediscover the subnet
360,[ib_sm_discovery.c:<*>]: Failed to GetNodeInfo() because of NO RESPONSE
361,"[ib_sm_discovery.c:<*>]: Failed to <*> - hop_count: <*>, direct_path: <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>"
362,pam_krb5[<*>]: afs not running
363,pam_krb5[<*>]: removing ccache file '<*>'
364,[ib_sm_sweep.c:<*>]: IB node <*>:<*>:ad:<*>:<*>:<*>:<*>:<*> port <*> <*> <*> <*>
365,pam_krb5[<*>]: called to authenticate <*>
366,42910AC4074: <*>
367,C7964AC4078: <*>
368,<*> uid=<*> from=<tbird-#<*>#@#<*>#>
369,"<*> <*> size=<*>, nrcpt=<*> (queue active)"
370,6E6ABAC4074: <*>
371,94014AC407A: <*>
372,C0A80AC4078: <*>
373,D8C2BAC407B: <*>
374,"<*> <*> <*> relay=#<*>#[#<*>#], delay=<*>, status=sent (<*> <*>.<*>.<*> <*> Message accepted for delivery)"
375,7DCB2AC407C: <*>
376,86469AC407D: <*>
377,E8DA6AC407A: <*>
378,E9853AC4074: <*>
379,2944DAC4073: <*>
380,88697AC407F: <*>
381,E1483AC4080: <*>
382,70225AC4078: <*>
383,8C03EAC407E: <*>
384,83652AC407A: <*>
385,E8394AC4074: <*>
386,8294CAC407B: <*>
387,D0378AC407C: <*>
388,6BD5BAC4081: <*>
389,AB8DAAC4082: <*>
390,17DC3AC4078: <*>
391,9A83EAC407E: <*>
392,3B03EAC407B: <*>
393,B0E3EAC4083: <*>
394,1BD55AC407F: <*>
395,9A39FAC4080: <*>
396,EB0D7AC407A: <*>
397,39D6BAC4085: <*>
398,B61BBAC407C: <*>
399,42947AC4086: <*>
400,EF13AAC4078: <*>
401,05298AC4073: <*>
402,6CEE4AC4081: <*>
403,53B61AC407E: <*>
404,BA379AC4084: <*>
405,08FD7AC4087: <*>
406,B136DAC408A: <*>
407,CAB64AC4074: <*>
408,5FAF4AC4088: <*>
409,BDE95AC408B: <*>
410,[INFO]: Configuration caused by <*> <*> <*>
411,[INFO]: Generate SM <*> trap for <*>
412,"[ib_sm_discovery.c:<*>]: Failed discover node test, node <*> port_num= <*>, error code <*>"
413,[ib_sm_sweep.c:<*>]: Topology changed
414,[ib_sm_sweep.c:<*>]: An existing IB node GUID <*> LID <*> was removed
415,"[INFO]: port <*> - port=<*><*>, type=ib4xTX"
416,"[INFO]: Program switch port state to down, <*> port= <*>, due to non-responding CA"
417,[INFO]: Guid replication - failed to update
418,[INFO]: Standby SM DB is not synchronized
419,[ib_sm_sweep.c:<*>]: async events require sweep
420,[INFO]: Configuration caused by some ports in INIT state
421,"[INFO]: Standby SM guid <*>:<*>:ad:<*>:<*>:<*>:<*>:2d, is no longer synchronized with Master SM"
422,Public key <*> used.
423,Public key authentication for user root accepted.
424,"Authorized to #<*>#, krb5 principal <*> (krb5_kuserok)"
425,[INFO]: <*> <*> <*> <*> with Standby SM guid <*>
426,[INFO]: <*> SM DB synchronized with <*> <*> <*> <*>
427,[INFO]: DB Cold synchronization elapsed time= <*>
428,Invalid user <*> from <*>
429,#<*># : TTY=pts<*> ; <*> ; USER=root ; COMMAND=<*> <*> <*>
430,pam_krb5[<*>]: <*> <*> <*> (Client not found in Kerberos database)
431,pam_krb5[<*>]: <*> returning <*> (User not known to the underlying authentication module)
432,2476BAC4074: <*>
433,can't open <*> Permission denied
434,DB92EAC4074: <*>
435,in your dhcpd.conf file for the network segment
436,to which interface eth1:<*> is attached. **
437,"you want, please write a subnet declaration"
438,** Ignoring requests on eth1:<*>. If this is not what
439,All rights reserved.
440,Copyright <*> Internet Systems Consortium.
441,"For info, please visit http://#<*>#<*>/"
442,Internet Systems Consortium DHCP Server V3.<*>.<*>
443,Listening on <*>
444,No subnet declaration for eth1:<*> (<*>).
445,Sending on <*>
446,Wrote <*> deleted host decls to leases file.
447,Wrote <*> leases to leases file.
448,Wrote <*> new dynamic host decls to leases file.
449,dhcpd <*> succeeded
450,B4219864ABE: <*>
451,C364DF20126: <*>
452,"<*> to=<#<*>#@#<*>#.#<*>#>, orig_to=<#<*>#>, relay=local, delay=<*>, status=bounced (cannot access mailbox <*>/#<*># for user #<*>#. error writing message: File too large)"
453,<*> uid=<*> from=<#<*>#>
454,"<*> to=<#<*>#@#<*>#>, relay=#<*>#[#<*>#], delay=<*>, status=bounced (host #<*>#[#<*>#] said: <*> <*>.<*>.<*> <#<*>#@#<*>#>... User unknown (in reply to RCPT TO command))"
455,Lustre: Acceptor stopping
456,Lustre: Removed LNI <*>@tcp
457,F0134AC4074: <*>
458,pam_krb5[<*>]: TGT verified using key for <*>
459,#<*># : TTY=unknown ; PWD=<*>
460,stress[<*>] general protection rip:2a95ba6780 rsp:7fbfffe500 error:<*>
461,shutting down for system <*>
462,Switching to runlevel: <*>
463,haldaemon <*> succeeded
464,messagebus <*> succeeded
465,<*> segfault at <*> rip <*> rsp <*> error <*>
466,<*> shutdown succeeded
467,smartd is exiting (exit status <*>)
468,smartd received signal <*>: Terminated
469,Received TERM or STOP signal... shutting down...
470,sshd -TERM succeeded
471,Received signal <*>; terminating.
472,Exiting...
473,"stream_eof, connection to <*> dropped (End of File). setting node state to down"
474,ntpd exiting on signal <*>
475,Unmounting <*> filesystems: <*>
476,Kernel log daemon terminating.
477,Kernel logging (proc) stopped.
478,"Caught signal <*>, un-registering and exiting."
479,"[ib_sm_bringup.c:<*>]: Active state mismatch <*> port=<*>, state <*>, <*> port=<*>, state <*>"
480,[INFO]: Configuration caused by previous GET<*> operation failures
481,[ib_sm_routing.c:<*>]: _ib_smAllocSubnet: initRate= <*>
482,authenticated <*> request from <*> for <*> (<*>)
483,"(#<*>#) CMD (sudo <*> | mail -s ""Logged In"" #<*>#@#<*>#)"
484,"Bootdata ok (command line is initrd=<*> report_lost_ticks noht tsc console=tty0 console=ttyS0,<*> root=<*>:<*>"
485,Hyperthreading disabled by user
486,ACPI: PM-Timer IO Port: <*>
487,"mount: according to mtab, <*> is already mounted on <*>"
488,mount: none already mounted or <*> busy
489,B694EF20131: <*>
490,Calibrating delay using timer specific routine.. <*>.<*> BogoMIPS (lpj=<*>)
491,"Kernel command line: initrd=<*> report_lost_ticks noht tsc console=tty0 console=ttyS0,<*> root=<*>:<*>"
492,time.c: Lost <*> timer <*> rip <*>
493,"<*> <*> relay=#<*>#[#<*>#], delay=<*>, status=sent (<*> <*>.<*>.<*> <*> Message accepted for delivery)"
494,checking if image is initramfs...it isn't (no cpio magic); looks like an initrd
495,ib_ipoib
496,"ts_ipoib device ib0 does not seem to be present, delaying initialization."
497,Bringing up interface ib0: <*>
498,RAMDISK: Compressed image found at block <*>
499,VFS: Mounted root (ext2 filesystem).
500,megaraid cmm: #<*># (Release Date: Mon Mar <*> <*>:<*>:<*> EST <*>)
501,megaraid: <*> (Release Date: Mon <*> <*> <*>:<*>:<*> <*> <*>)
502,ib_mthca: Initializing <*>:<*>:<*>.<*>
503,"ib_mthca: Mellanox InfiniBand HCA driver v0.<*> (June <*>, <*>)"
504,<*> Unknown cmd fd(<*>) <*> <*> on <*>
505,nfs warning: mount version older than kernel
506,shpchp: Address64 -------- Resource unparsed
507,shpchp: <*> OSHP fails=<*>
508,shpchp: acpi_shpchprm: Slot sun(<*>) at s:b:d:f=<*>:<*>:1f:<*>
509,dcdipm device driver build failed for kernel <*>.<*>.<*>-<*>.EL_lustre.<*>smp. DKS failed to find kernel source at <*> DKS requires kernel source to build device drivers.
510,shpchp: Standard Hot Plug PCI Controller Driver version: <*>.<*>
511,shpchp: shpc_init : shpc_cap_offset == <*>
512,"[ib_sm_assign.c:<*>]: Force port to go down due to LID conflict, node - <*> port=<*>"
513,dcdbas: module license 'unspecified' taints kernel.
514,"dcdbas: no version for ""struct_module"" found: kernel tainted."
515,time.c: Lost <*> timer tick(s)! rip <*> <*>
516,e1000: eth0: e1000_watchdog: NIC Link is Down
517,"[ib_sm_bringup.c:<*>]: Program port state, <*> port= <*>, current state <*>, neighbor <*> port= <*>, current state <*>"
518,[ib_sm_sweep.c:<*>]: A new IB node <*> was discovered and assigned LID <*>
519,tftp: client does not accept options
520,"Lustre: Accept secure, port <*>"
521,Lustre: Added LNI <*>@tcp [<*><*>]
522,Lustre: Lustre Lite Client File System; #<*>#@#<*>#
523,Lustre: OBD class driver Build Version: <*> #<*>#@#<*>#
524,"LustreError: <*>:<*>:(client.c:<*>:ptlrpc_expire_one_request()) @@@ timeout (sent at <*>, <*> ago) <*> <*> <*> lens <*><*> ref <*> fl <*> rc <*><*>"
525,Losing some ticks... checking if CPU frequency changed.
526,Your time source seems to be instable or some driver is hogging interupts
527,rip <*>
528,warning: many lost ticks.
529,LustreError: <*> previously skipped <*> similar messages
530,LustreError: <*>:<*>:(socklnd_cb.c:<*>:ksocknal_recv_hello()) Error <*> reading HELLO from <*>
531,LustreError: Unexpected error <*> connecting to <*>@tcp at host <*> on port <*>
532,LustreError: Connection to <*>@tcp at host <*> on port <*> took too long: that node may be hung or experiencing high load.
533,"LustreError: <*>:<*>:(events.c:<*>:request_out_callback()) @@@ type <*>, status <*> <*> <*> <*> lens <*><*> ref <*> fl <*> rc <*><*>"
